project,{evorand_time_budget},{project},{bug_id}{b_f},0{test_id},split{_minute},method
Jsoup,1200,Jsoup,8b,00,split1,seqC
Jsoup,1200,Jsoup,8b,01,split1,seqC
Jsoup,1200,Jsoup,8b,01,split2,seqC
Jsoup,1200,Jsoup,8b,01,split3,seqC
Jsoup,1200,Jsoup,8b,02,split1,seqC
Jsoup,1200,Jsoup,8b,03,split1,seqC
Jsoup,1200,Jsoup,8b,04,split1,seqC
Jsoup,1200,Jsoup,8b,04,split2,seqC
Jsoup,1200,Jsoup,10b,04,split3,seqC
Jsoup,1200,Jsoup,13b,04,split4,seqC
Jsoup,1200,Jsoup,22b,00,split1,seqC
Jsoup,1200,Jsoup,22b,01,split1,seqC
Jsoup,1200,Jsoup,22b,01,split3,seqC
Jsoup,1200,Jsoup,22b,01,split4,seqC
Jsoup,1200,Jsoup,22b,02,split1,seqC
Jsoup,1200,Jsoup,22b,02,split3,seqC
Jsoup,1200,Jsoup,22b,03,split1,seqC
Jsoup,1200,Jsoup,22b,04,split1,seqC
Jsoup,1200,Jsoup,29b,01,split3,seqC
Jsoup,1200,Jsoup,29b,01,split4,seqC
Jsoup,1200,Jsoup,29b,02,split1,seqC
Jsoup,1200,Jsoup,29b,02,split3,seqC
Jsoup,1200,Jsoup,29b,02,split4,seqC
Jsoup,1200,Jsoup,29b,03,split2,seqC
Jsoup,1200,Jsoup,30b,00,split1,seqC
Jsoup,1200,Jsoup,30b,01,split1,seqC
Jsoup,1200,Jsoup,30b,02,split1,seqC
Jsoup,1200,Jsoup,30b,03,split1,seqC
Jsoup,1200,Jsoup,30b,04,split1,seqC
Jsoup,1200,Jsoup,32b,01,split1,seqC
Jsoup,1200,Jsoup,32b,01,split3,seqC
Jsoup,1200,Jsoup,32b,02,split1,BOTH
Jsoup,1200,Jsoup,32b,02,split2,BOTH
Jsoup,1200,Jsoup,32b,02,split3,BOTH
Jsoup,1200,Jsoup,32b,03,split4,seqC
Jsoup,1200,Jsoup,34b,00,split1,seqP
Jsoup,1200,Jsoup,34b,01,split2,seqP
Jsoup,1200,Jsoup,34b,01,split4,seqP
Jsoup,1200,Jsoup,34b,02,split2,seqP
Jsoup,1200,Jsoup,34b,02,split3,seqP
Jsoup,1200,Jsoup,34b,03,split3,seqP
Jsoup,1200,Jsoup,34b,03,split4,seqP
Jsoup,1200,Jsoup,34b,04,split1,seqP
Jsoup,1200,Jsoup,37b,00,split1,seqC
Jsoup,1200,Jsoup,37b,01,split1,seqC
Jsoup,1200,Jsoup,37b,02,split3,seqC
Jsoup,1200,Jsoup,37b,03,split1,seqC
Jsoup,1200,Jsoup,37b,03,split4,seqC
Jsoup,1200,Jsoup,40b,00,split1,seqC
Jsoup,1200,Jsoup,40b,01,split1,seqC
Jsoup,1200,Jsoup,40b,02,split1,seqC
Jsoup,1200,Jsoup,40b,02,split4,BOTH
Jsoup,1200,Jsoup,40b,03,split1,seqC
Jsoup,1200,Jsoup,40b,04,split1,seqC
Jsoup,1200,Jsoup,50b,01,split1,seqP
Jsoup,1200,Jsoup,50b,02,split4,seqP
Jsoup,1200,Jsoup,50b,03,split1,seqP
Jsoup,1200,Jsoup,50b,03,split2,seqP
Jsoup,1200,Jsoup,50b,04,split1,seqP
Jsoup,1200,Jsoup,72b,00,split1,seqP
Jsoup,1200,Jsoup,72b,00,split3,seqP
Jsoup,1200,Jsoup,72b,01,split1,seqP
Jsoup,1200,Jsoup,72b,01,split2,seqP
Jsoup,1200,Jsoup,72b,02,split1,seqP
Jsoup,1200,Jsoup,72b,02,split2,seqP
Jsoup,1200,Jsoup,72b,03,split1,seqP
Jsoup,1200,Jsoup,72b,04,split1,seqP
Jsoup,1200,Jsoup,79b,00,split1,seqC
Jsoup,1200,Jsoup,79b,01,split1,seqC
Jsoup,1200,Jsoup,79b,02,split1,seqC
Jsoup,1200,Jsoup,79b,03,split1,seqC
Jsoup,1200,Jsoup,79b,04,split1,seqC
Jsoup,1200,Jsoup,86b,00,split1,seqC
Jsoup,1200,Jsoup,86b,01,split1,seqC
Jsoup,1200,Jsoup,86b,02,split1,seqC
Jsoup,1200,Jsoup,86b,03,split1,seqC
Jsoup,1200,Jsoup,86b,04,split1,seqC
Jsoup,1200,Jsoup,89b,00,split1,seqC
Jsoup,1200,Jsoup,89b,01,split1,seqC
Jsoup,1200,Jsoup,89b,02,split1,seqC
Jsoup,1200,Jsoup,89b,03,split1,seqC
Jsoup,1200,Jsoup,89b,04,split1,seqC
JxPath,1200,JxPath,5b,01,split1,seqC
JxPath,1200,JxPath,5b,01,split2,seqC
JxPath,1200,JxPath,5b,04,split1,seqC
JxPath,1200,JxPath,5b,04,split2,seqC
JxPath,1200,JxPath,6b,00,split1,seqC
JxPath,1200,JxPath,6b,01,split1,seqP
JxPath,1200,JxPath,9b,00,split2,seqC
JxPath,1200,JxPath,13b,00,split1,seqC
JxPath,1200,JxPath,13b,01,split1,seqC
JxPath,1200,JxPath,13b,02,split1,seqC
JxPath,1200,JxPath,13b,03,split1,seqC
JxPath,1200,JxPath,13b,04,split1,seqC
JxPath,1200,JxPath,21b,01,split2,seqC
JxPath,1200,JxPath,21b,02,split1,seqC
Lang,1200,Lang,3b,00,split1,seqP
Lang,1200,Lang,5b,00,split1,seqC
Lang,1200,Lang,5b,01,split1,seqC
Lang,1200,Lang,5b,02,split1,seqC
Lang,1200,Lang,5b,03,split1,seqC
Lang,1200,Lang,5b,04,split1,seqC
Lang,1200,Lang,6b,00,split1,seqP
Lang,1200,Lang,6b,01,split1,seqP
Lang,1200,Lang,6b,02,split1,seqP
Lang,1200,Lang,6b,03,split1,seqP
Lang,1200,Lang,6b,04,split1,seqP
Lang,1200,Lang,11b,01,split1,seqC
Lang,1200,Lang,12b,00,split1,seqC
Lang,1200,Lang,12b,00,split4,seqC
Lang,1200,Lang,12b,01,split4,seqC
Lang,1200,Lang,12b,02,split1,seqC
Lang,1200,Lang,12b,02,split4,seqC
Lang,1200,Lang,12b,03,split1,seqC
Lang,1200,Lang,12b,03,split4,seqC
Lang,1200,Lang,12b,04,split1,seqC
Lang,1200,Lang,20b,00,split1,seqP
Lang,1200,Lang,31b,00,split1,seqP
Lang,1200,Lang,31b,04,split1,seqP
Lang,1200,Lang,33b,00,split1,seqC
Lang,1200,Lang,33b,01,split1,seqC
Lang,1200,Lang,33b,02,split1,seqC
Lang,1200,Lang,33b,03,split1,seqC
Lang,1200,Lang,33b,04,split1,seqC
Lang,1200,Lang,37b,00,split2,seqP
Lang,1200,Lang,37b,01,split1,seqP
Lang,1200,Lang,44b,00,split1,seqP
Lang,1200,Lang,44b,01,split1,seqP
Lang,1200,Lang,44b,02,split1,seqP
Lang,1200,Lang,44b,03,split1,seqP
Lang,1200,Lang,44b,04,split1,seqP
Lang,1200,Lang,45b,00,split1,seqC
Lang,1200,Lang,45b,01,split1,seqC
Lang,1200,Lang,45b,01,split3,seqC
Lang,1200,Lang,45b,02,split1,seqC
Lang,1200,Lang,45b,03,split1,seqC
Lang,1200,Lang,45b,04,split1,seqC
Lang,1200,Lang,47b,00,split1,seqC
Lang,1200,Lang,47b,01,split1,seqC
Lang,1200,Lang,47b,01,split3,seqC
Lang,1200,Lang,47b,02,split2,seqC
Lang,1200,Lang,47b,02,split3,BOTH
Lang,1200,Lang,47b,03,split1,seqC
Lang,1200,Lang,47b,04,split1,seqC
Lang,1200,Lang,47b,04,split4,BOTH
Lang,1200,Lang,59b,00,split1,seqC
Lang,1200,Lang,59b,00,split2,BOTH
Lang,1200,Lang,59b,00,split3,BOTH
Lang,1200,Lang,59b,01,split1,seqC
Lang,1200,Lang,59b,01,split4,BOTH
Lang,1200,Lang,59b,02,split1,seqC
Lang,1200,Lang,59b,02,split3,BOTH
Lang,1200,Lang,59b,03,split1,seqP
Lang,1200,Lang,59b,04,split1,BOTH
Lang,1200,Lang,59b,04,split3,BOTH
Lang,1200,Lang,61b,04,split2,seqP
Math,1200,Math,1b,00,split1,seqC
Math,1200,Math,1b,00,split2,seqC
Math,1200,Math,1b,00,split3,seqC
Math,1200,Math,1b,01,split1,seqC
Math,1200,Math,1b,01,split2,seqC
Math,1200,Math,1b,01,split3,seqC
Math,1200,Math,1b,01,split4,seqC
Math,1200,Math,1b,02,split1,seqC
Math,1200,Math,1b,02,split2,seqC
Math,1200,Math,1b,02,split3,seqC
Math,1200,Math,1b,02,split4,seqC
Math,1200,Math,1b,03,split1,seqC
Math,1200,Math,1b,03,split2,seqC
Math,1200,Math,1b,03,split3,seqC
Math,1200,Math,1b,03,split4,seqC
Math,1200,Math,1b,04,split1,seqC
Math,1200,Math,1b,04,split2,seqC
Math,1200,Math,1b,04,split3,seqC
Math,1200,Math,1b,04,split4,seqC
Math,1200,Math,3b,00,split1,seqC
Math,1200,Math,3b,01,split1,seqC
Math,1200,Math,3b,02,split1,seqC
Math,1200,Math,3b,03,split1,seqC
Math,1200,Math,3b,04,split1,seqC
Math,1200,Math,4b,00,split1,BOTH
Math,1200,Math,4b,01,split1,BOTH
Math,1200,Math,4b,02,split1,BOTH
Math,1200,Math,4b,03,split1,BOTH
Math,1200,Math,4b,04,split1,BOTH
Math,1200,Math,6b,00,split1,seqC
Math,1200,Math,6b,01,split1,BOTH
Math,1200,Math,6b,01,split2,BOTH
Math,1200,Math,6b,01,split3,BOTH
Math,1200,Math,6b,02,split1,BOTH
Math,1200,Math,6b,02,split2,BOTH
Math,1200,Math,6b,02,split3,BOTH
Math,1200,Math,6b,03,split1,BOTH
Math,1200,Math,6b,03,split2,BOTH
Math,1200,Math,6b,03,split3,BOTH
Math,1200,Math,6b,03,split4,BOTH
Math,1200,Math,6b,04,split1,BOTH
Math,1200,Math,6b,04,split2,BOTH
Math,1200,Math,6b,04,split3,BOTH
Math,1200,Math,9b,00,split1,seqC
Math,1200,Math,9b,01,split3,seqC
Math,1200,Math,9b,02,split1,seqC
Math,1200,Math,9b,03,split1,seqC
Math,1200,Math,9b,04,split1,seqC
Math,1200,Math,11b,00,split1,seqC
Math,1200,Math,11b,02,split4,seqC
Math,1200,Math,13b,00,split1,seqP
Math,1200,Math,14b,00,split1,seqC
Math,1200,Math,14b,02,split1,seqC
Math,1200,Math,14b,03,split1,BOTH
Math,1200,Math,14b,04,split1,seqC
Math,1200,Math,16b,04,split3,seqC
Math,1200,Math,21b,02,split4,seqC
Math,1200,Math,21b,04,split1,seqC
Math,1200,Math,22b,01,split1,seqP
Math,1200,Math,22b,03,split1,seqP
Math,1200,Math,29b,00,split1,seqP
Math,1200,Math,29b,01,split1,seqP
Math,1200,Math,29b,02,split1,seqP
Math,1200,Math,29b,03,split1,seqP
Math,1200,Math,29b,04,split1,seqP
Math,1200,Math,32b,00,split1,seqP
Math,1200,Math,32b,01,split1,seqP
Math,1200,Math,32b,03,split1,seqP
Math,1200,Math,39b,01,split2,seqP
Math,1200,Math,41b,00,split1,seqP
Math,1200,Math,41b,01,split1,seqP
Math,1200,Math,41b,02,split1,seqP
Math,1200,Math,41b,03,split1,seqP
Math,1200,Math,41b,04,split1,seqP
Math,1200,Math,43b,00,split1,seqP
Math,1200,Math,43b,02,split2,seqP
Math,1200,Math,43b,04,split1,seqP
Math,1200,Math,49b,00,split1,seqC
Math,1200,Math,49b,00,split3,seqC
Math,1200,Math,49b,00,split4,seqC
Math,1200,Math,49b,01,split1,seqC
Math,1200,Math,49b,01,split2,seqC
Math,1200,Math,49b,01,split3,seqC
Math,1200,Math,49b,02,split1,seqC
Math,1200,Math,49b,02,split3,seqC
Math,1200,Math,60b,00,split1,seqC
Math,1200,Math,60b,01,split1,seqC
Math,1200,Math,60b,01,split2,seqC
Math,1200,Math,60b,02,split1,seqC
Math,1200,Math,66b,02,split1,seqC
Math,1200,Math,66b,03,split1,seqC
Math,1200,Math,67b,03,split1,seqC
Math,1200,Math,67b,03,split3,seqC
Math,1200,Math,70b,00,split1,seqC
Math,1200,Math,70b,03,split1,seqC
Math,1200,Math,70b,04,split1,seqC
Math,1200,Math,76b,03,split1,seqC
Math,1200,Math,79b,04,split1,seqP
Math,1200,Math,81b,04,split1,seqP
Math,1200,Math,82b,02,split1,seqP
Math,1200,Math,85b,00,split1,seqC
Math,1200,Math,85b,00,split2,seqC
Math,1200,Math,85b,00,split3,seqC
Math,1200,Math,85b,00,split4,seqC
Math,1200,Math,85b,01,split1,seqC
Math,1200,Math,85b,01,split2,seqC
Math,1200,Math,85b,01,split3,seqC
Math,1200,Math,85b,01,split4,seqC
Math,1200,Math,85b,02,split1,seqC
Math,1200,Math,85b,02,split2,BOTH
Math,1200,Math,85b,02,split3,BOTH
Math,1200,Math,85b,03,split1,seqC
Math,1200,Math,85b,03,split2,seqC
Math,1200,Math,85b,03,split3,seqC
Math,1200,Math,85b,03,split4,seqC
Math,1200,Math,85b,04,split1,seqC
Math,1200,Math,85b,04,split2,seqC
Math,1200,Math,85b,04,split3,seqC
Math,1200,Math,85b,04,split4,seqC
Math,1200,Math,94b,00,split1,seqP
Math,1200,Math,94b,00,split2,seqP
Math,1200,Math,94b,01,split1,seqP
Math,1200,Math,94b,01,split2,seqP
Math,1200,Math,94b,02,split1,seqP
Math,1200,Math,94b,03,split1,seqP
Math,1200,Math,94b,04,split2,seqP
Math,1200,Math,95b,00,split1,seqC
Math,1200,Math,95b,00,split2,seqC
Math,1200,Math,95b,00,split3,seqC
Math,1200,Math,95b,01,split1,seqC
Math,1200,Math,95b,01,split4,seqC
Math,1200,Math,95b,02,split1,seqC
Math,1200,Math,95b,02,split2,seqC
Math,1200,Math,95b,02,split3,seqC
Math,1200,Math,95b,03,split1,seqC
Math,1200,Math,95b,03,split2,seqC
Math,1200,Math,95b,03,split4,seqC
Math,1200,Math,95b,04,split2,seqC
Math,1200,Math,95b,04,split3,seqC
Math,1200,Math,95b,04,split4,seqC
Math,1200,Math,97b,00,split1,seqP
Math,1200,Math,97b,00,split2,seqP
Math,1200,Math,97b,00,split3,seqP
Math,1200,Math,97b,00,split4,seqP
Math,1200,Math,97b,01,split1,seqP
Math,1200,Math,97b,01,split2,seqP
Math,1200,Math,97b,01,split3,seqP
Math,1200,Math,97b,02,split1,seqP
Math,1200,Math,97b,03,split1,seqP
Math,1200,Math,97b,03,split2,seqP
Math,1200,Math,97b,03,split4,seqP
Math,1200,Math,97b,04,split1,seqP
Math,1200,Math,97b,04,split3,seqP
Math,1200,Math,103b,00,split1,seqC
Math,1200,Math,103b,00,split2,seqC
Math,1200,Math,103b,00,split4,seqC
Math,1200,Math,103b,01,split1,seqC
Math,1200,Math,103b,01,split2,seqC
Math,1200,Math,103b,01,split4,seqC
Math,1200,Math,103b,02,split1,seqC
Math,1200,Math,103b,02,split2,seqC
Math,1200,Math,103b,02,split3,seqC
Math,1200,Math,103b,02,split4,seqC
Math,1200,Math,103b,03,split1,seqC
Math,1200,Math,103b,03,split2,seqC
Math,1200,Math,103b,04,split1,seqC
Mockito,1200,Mockito,1b,00,split1,seqP
Mockito,1200,Mockito,1b,01,split1,seqP
Mockito,1200,Mockito,1b,01,split2,seqP
Mockito,1200,Mockito,1b,01,split3,seqP
Mockito,1200,Mockito,1b,01,split4,seqP
Mockito,1200,Mockito,1b,02,split3,seqP
Mockito,1200,Mockito,1b,02,split4,seqP
Mockito,1200,Mockito,1b,03,split2,seqP
Mockito,1200,Mockito,1b,03,split3,seqP
Mockito,1200,Mockito,1b,04,split2,seqP
Mockito,1200,Mockito,1b,04,split3,seqP
Mockito,1200,Mockito,1b,04,split4,seqP
Mockito,1200,Mockito,3b,00,split1,seqP
Mockito,1200,Mockito,3b,01,split1,seqP
Mockito,1200,Mockito,3b,01,split2,seqP
Mockito,1200,Mockito,3b,01,split3,seqP
Mockito,1200,Mockito,3b,01,split4,seqP
Mockito,1200,Mockito,3b,02,split2,seqP
Mockito,1200,Mockito,3b,02,split3,seqP
Mockito,1200,Mockito,3b,03,split3,seqP
Mockito,1200,Mockito,4b,00,split1,seqP
Mockito,1200,Mockito,4b,00,split3,seqP
Mockito,1200,Mockito,4b,01,split1,seqP
Mockito,1200,Mockito,4b,01,split3,seqP
Mockito,1200,Mockito,4b,03,split2,seqP
Mockito,1200,Mockito,4b,03,split4,seqP
Mockito,1200,Mockito,4b,04,split3,seqP
Mockito,1200,Mockito,9b,00,split1,seqC
Mockito,1200,Mockito,9b,01,split1,seqC
Mockito,1200,Mockito,9b,02,split1,seqC
Mockito,1200,Mockito,9b,03,split1,seqC
Mockito,1200,Mockito,9b,04,split1,seqC
Mockito,1200,Mockito,11b,00,split2,seqP
Mockito,1200,Mockito,11b,00,split3,seqP
Mockito,1200,Mockito,11b,01,split2,seqP
Mockito,1200,Mockito,11b,01,split4,seqP
Mockito,1200,Mockito,11b,02,split1,seqP
Mockito,1200,Mockito,11b,02,split2,seqP
Mockito,1200,Mockito,11b,02,split3,seqP
Mockito,1200,Mockito,11b,02,split4,seqP
Mockito,1200,Mockito,11b,03,split3,seqP
Mockito,1200,Mockito,11b,03,split4,seqP
Mockito,1200,Mockito,11b,04,split2,seqP
Mockito,1200,Mockito,11b,04,split3,seqP
Mockito,1200,Mockito,11b,04,split4,seqP
Mockito,1200,Mockito,13b,00,split2,seqP
Mockito,1200,Mockito,13b,00,split4,seqP
Mockito,1200,Mockito,13b,01,split1,seqP
Mockito,1200,Mockito,13b,01,split2,seqP
Mockito,1200,Mockito,13b,01,split3,seqP
Mockito,1200,Mockito,13b,02,split1,seqP
Mockito,1200,Mockito,13b,02,split4,seqP
Mockito,1200,Mockito,13b,03,split1,seqP
Mockito,1200,Mockito,13b,03,split2,seqP
Mockito,1200,Mockito,13b,03,split4,seqP
Mockito,1200,Mockito,13b,04,split1,seqP
Mockito,1200,Mockito,14b,00,split1,seqP
Mockito,1200,Mockito,14b,00,split3,seqP
Mockito,1200,Mockito,14b,01,split4,seqP
Mockito,1200,Mockito,14b,02,split1,seqP
Mockito,1200,Mockito,14b,02,split2,seqP
Mockito,1200,Mockito,14b,02,split3,seqP
Mockito,1200,Mockito,14b,03,split1,seqP
Mockito,1200,Mockito,14b,03,split2,seqP
Mockito,1200,Mockito,14b,03,split4,seqP
Mockito,1200,Mockito,14b,04,split1,seqP
Mockito,1200,Mockito,14b,04,split2,seqP
Mockito,1200,Mockito,14b,04,split3,seqP
Mockito,1200,Mockito,14b,04,split4,seqP
Mockito,1200,Mockito,16b,00,split4,seqP
Mockito,1200,Mockito,16b,01,split1,seqP
Mockito,1200,Mockito,16b,01,split2,seqP
Mockito,1200,Mockito,16b,01,split3,seqP
Mockito,1200,Mockito,16b,03,split1,seqP
Mockito,1200,Mockito,16b,03,split3,seqP
Mockito,1200,Mockito,16b,03,split4,seqP
Mockito,1200,Mockito,16b,04,split1,seqP
Mockito,1200,Mockito,16b,04,split2,seqP
Mockito,1200,Mockito,16b,04,split3,seqP
Mockito,1200,Mockito,16b,04,split4,seqP
Mockito,1200,Mockito,17b,00,split1,seqP
Mockito,1200,Mockito,17b,00,split2,seqP
Mockito,1200,Mockito,17b,00,split3,seqP
Mockito,1200,Mockito,17b,00,split4,seqP
Mockito,1200,Mockito,17b,01,split1,seqP
Mockito,1200,Mockito,17b,01,split3,seqP
Mockito,1200,Mockito,17b,01,split4,seqP
Mockito,1200,Mockito,17b,02,split1,seqP
Mockito,1200,Mockito,17b,02,split3,seqP
Mockito,1200,Mockito,17b,02,split4,seqP
Mockito,1200,Mockito,17b,03,split1,seqP
Mockito,1200,Mockito,17b,03,split2,seqP
Mockito,1200,Mockito,17b,03,split3,seqP
Mockito,1200,Mockito,17b,04,split1,seqP
Mockito,1200,Mockito,17b,04,split2,seqP
Mockito,1200,Mockito,17b,04,split3,seqP
Mockito,1200,Mockito,17b,04,split4,seqP
Mockito,1200,Mockito,20b,03,split1,seqP
Mockito,1200,Mockito,22b,01,split2,seqP
Mockito,1200,Mockito,22b,02,split1,seqP
Mockito,1200,Mockito,22b,02,split4,seqP
Mockito,1200,Mockito,27b,02,split1,seqP
Mockito,1200,Mockito,27b,02,split4,seqP
Mockito,1200,Mockito,30b,00,split1,seqP
Mockito,1200,Mockito,30b,00,split2,seqP
Mockito,1200,Mockito,30b,00,split3,seqP
Mockito,1200,Mockito,30b,00,split4,seqP
Mockito,1200,Mockito,30b,02,split1,seqP
Mockito,1200,Mockito,30b,02,split4,seqP
Mockito,1200,Mockito,30b,04,split4,seqP
Mockito,1200,Mockito,33b,00,split3,seqP
Mockito,1200,Mockito,33b,01,split3,seqP
Mockito,1200,Mockito,33b,02,split3,seqP
Mockito,1200,Mockito,33b,04,split1,seqP
Mockito,1200,Mockito,33b,04,split2,seqP
Mockito,1200,Mockito,34b,00,split1,BOTH
Mockito,1200,Mockito,34b,00,split2,BOTH
Mockito,1200,Mockito,34b,00,split3,BOTH
Mockito,1200,Mockito,34b,00,split4,BOTH
Mockito,1200,Mockito,34b,01,split1,seqC
Mockito,1200,Mockito,34b,01,split3,BOTH
Mockito,1200,Mockito,34b,01,split4,BOTH
Mockito,1200,Mockito,34b,02,split1,seqC
Mockito,1200,Mockito,34b,02,split2,BOTH
Mockito,1200,Mockito,34b,03,split1,seqC
Mockito,1200,Mockito,34b,03,split2,BOTH
Mockito,1200,Mockito,34b,03,split4,BOTH
Mockito,1200,Mockito,34b,04,split1,BOTH
Mockito,1200,Mockito,36b,00,split3,seqP
Mockito,1200,Mockito,36b,00,split4,seqP
Mockito,1200,Mockito,36b,01,split1,seqP
Mockito,1200,Mockito,36b,01,split2,seqP
Mockito,1200,Mockito,36b,01,split3,seqP
Mockito,1200,Mockito,36b,01,split4,seqP
Mockito,1200,Mockito,36b,02,split3,seqP
Mockito,1200,Mockito,36b,02,split4,seqP
Mockito,1200,Mockito,36b,03,split2,seqP
Mockito,1200,Mockito,36b,03,split4,seqP
Mockito,1200,Mockito,36b,04,split3,seqP
Mockito,1200,Mockito,36b,04,split4,seqP
Mockito,1200,Mockito,38b,00,split1,seqC
Mockito,1200,Mockito,38b,01,split1,seqC
Mockito,1200,Mockito,38b,02,split1,seqC
Mockito,1200,Mockito,38b,03,split1,seqC
Mockito,1200,Mockito,38b,04,split1,seqC
Time,1200,Time,1b,00,split1,seqC
Time,1200,Time,1b,01,split1,seqC
Time,1200,Time,1b,02,split1,seqC
Time,1200,Time,1b,03,split1,seqC
Time,1200,Time,1b,04,split1,seqC
Time,1200,Time,2b,01,split1,seqC
Time,1200,Time,2b,02,split1,seqC
Time,1200,Time,5b,00,split1,seqP
Time,1200,Time,5b,01,split1,seqP
Time,1200,Time,5b,02,split3,seqC
Time,1200,Time,5b,04,split1,seqP
Time,1200,Time,11b,00,split1,seqC
Time,1200,Time,11b,01,split1,seqC
Time,1200,Time,11b,02,split1,seqC
Time,1200,Time,11b,03,split1,seqC
Time,1200,Time,11b,04,split1,seqC
Time,1200,Time,17b,02,split4,seqC
Time,1200,Time,27b,04,split3,seqP
